tick,robot,x,y,heading,fwd_cmd,lat_cmd,yaw_cmd,dpos,d_collisions,dist_to_target
92,2,36.62,20.51,0.716,0.911,0.0,-0.606,0.625,8,
92,3,7.5,57.51,1.927,1.0,0.0,0.015,0.113,1,
93,0,101.29,94.93,1.507,0.212,0.0,1.0,0.206,0,58.2
93,1,136.5,80.14,-0.995,0.995,0.0,0.034,0.101,1,9.9
93,2,36.61,20.55,0.629,0.933,0.0,-0.528,0.044,1,
93,3,7.5,57.63,1.93,1.0,0.0,0.016,0.112,1,
94,0,101.31,95.26,1.664,0.359,0.0,1.0,0.326,0,58.1
94,1,136.5,80.04,-0.989,0.987,0.0,0.035,0.101,1,9.8
94,2,36.59,20.58,0.56,0.959,0.0,-0.409,0.034,8,
94,3,7.5,57.74,1.932,1.0,0.0,0.016,0.112,1,
95,0,101.27,95.7,1.821,0.496,0.0,1.0,0.446,0,57.9
95,1,136.5,79.94,-0.983,0.978,0.0,0.035,0.1,1,9.7
95,2,36.59,20.61,0.508,0.976,0.0,-0.313,0.026,1,
95,3,7.5,57.85,1.935,1.0,0.0,0.016,0.112,1,
96,0,101.13,96.25,1.978,0.62,0.0,1.0,0.566,0,57.5
96,1,136.5,79.84,-0.978,0.97,0.0,0.036,0.1,1,9.6
96,2,36.58,20.63,0.47,0.986,0.0,-0.242,0.02,1,
96,3,7.5,57.96,1.938,1.0,0.0,0.016,0.112,1,
97,0,100.86,96.88,2.135,0.73,0.0,1.0,0.686,0,57.0
97,1,136.5,79.74,-0.972,0.962,0.0,0.036,0.1,1,9.5
97,2,36.57,20.64,0.44,0.991,0.0,-0.19,0.016,1,
97,3,7.5,58.08,1.94,1.0,0.0,0.017,0.112,1,
98,0,100.43,97.56,2.275,0.823,0.0,0.862,0.806,0,56.4
98,1,136.5,79.64,-0.966,0.954,0.0,0.037,0.099,1,9.5
98,2,36.57,20.66,0.416,0.995,0.0,-0.149,0.013,1,
98,3,7.5,58.19,1.943,1.0,0.0,0.017,0.112,1,
99,0,99.83,98.27,2.397,0.891,0.0,0.674,0.926,0,55.6
99,1,136.5,79.54,-0.96,0.946,0.0,0.037,0.099,1,9.4
99,2,36.57,20.67,0.398,0.997,0.0,-0.117,0.01,1,
99,3,7.5,58.3,1.945,1.0,0.0,0.017,0.112,1,
100,0,99.06,98.98,2.502,0.937,0.0,0.511,1.046,0,54.6
100,1,136.5,79.45,-0.955,0.938,0.0,0.038,0.098,1,9.3
100,2,36.56,20.67,0.383,0.998,0.0,-0.092,0.008,8,
100,3,7.5,58.41,1.948,1.0,0.0,0.017,0.112,1,
101,0,98.12,99.68,2.589,0.966,0.0,0.371,1.166,0,53.5
101,1,136.5,79.35,-0.949,0.93,0.0,0.038,0.098,1,9.2
101,2,36.56,20.68,0.372,0.999,0.0,-0.072,0.006,8,
101,3,7.5,58.52,1.951,1.0,0.0,0.017,0.112,1,
102,0,97.03,100.35,2.658,0.984,0.0,0.255,1.286,0,52.2
102,1,136.5,79.25,-0.942,0.922,0.0,0.039,0.098,1,9.1
102,2,36.56,20.68,0.363,0.999,0.0,-0.057,0.005,1,
102,3,7.5,58.63,1.954,1.0,0.0,0.018,0.111,1,
103,0,95.78,101.01,2.71,0.994,0.0,0.161,1.406,0,50.8
103,1,136.5,79.15,-0.936,0.914,0.0,0.039,0.097,1,9.1
103,2,36.56,20.69,0.356,1.0,0.0,-0.045,0.004,1,
103,3,7.5,58.74,1.956,1.0,0.0,0.018,0.111,1,
104,0,94.42,101.63,2.745,0.998,0.0,0.091,1.497,0,49.3
104,1,136.5,79.06,-0.93,0.907,0.0,0.04,0.097,1,9.0
104,2,36.56,20.69,0.351,1.0,0.0,-0.035,0.003,1,
104,3,7.5,58.86,1.959,1.0,0.0,0.018,0.111,1,
105,0,93.04,102.21,2.762,1.0,0.0,0.045,1.499,0,47.8
105,1,136.5,78.96,-0.924,0.899,0.0,0.04,0.096,1,8.9
105,2,36.56,20.69,0.346,1.0,0.0,-0.028,0.002,8,
105,3,7.5,58.97,1.962,1.0,0.0,0.018,0.111,1,
106,0,91.65,102.77,2.765,1.0,0.0,0.022,1.5,0,46.3
106,1,136.5,78.86,-0.917,0.892,0.0,0.041,0.096,1,8.8
106,2,36.56,20.69,0.343,1.0,0.0,-0.022,0.002,8,
106,3,7.5,59.08,1.965,1.0,0.0,0.019,0.111,1,
107,0,90.25,103.32,2.768,1.0,0.0,0.018,1.5,0,44.8
107,1,136.5,78.77,-0.911,0.884,0.0,0.041,0.095,1,8.8
107,2,36.56,20.69,0.34,1.0,0.0,-0.017,0.001,1,
107,3,7.5,59.19,1.968,1.0,0.0,0.019,0.111,1,
108,0,88.85,103.86,2.77,1.0,0.0,0.014,1.5,0,43.3
108,1,136.5,78.67,-0.904,0.877,0.0,0.042,0.095,1,8.7
108,2,36.56,20.7,0.338,1.0,0.0,-0.013,0.001,1,
108,3,7.5,59.3,1.971,1.0,0.0,0.019,0.111,1,
109,0,87.46,104.41,2.772,1.0,0.0,0.012,1.5,0,41.8
109,1,136.5,78.58,-0.898,0.87,0.0,0.042,0.094,1,8.6
109,2,36.56,20.7,0.336,1.0,0.0,-0.01,0.001,1,
109,3,7.5,59.41,1.974,1.0,0.0,0.019,0.111,1,
110,0,86.06,104.95,2.774,1.0,0.0,0.009,1.5,0,40.3
110,1,136.5,78.49,-0.891,0.862,0.0,0.043,0.094,1,8.6
110,2,36.56,20.7,0.335,1.0,0.0,-0.008,0.001,1,
110,3,7.5,59.52,1.977,1.0,0.0,0.02,0.11,1,
111,0,84.66,105.49,2.775,1.0,0.0,0.008,1.5,0,38.8
111,1,136.5,78.39,-0.884,0.855,0.0,0.043,0.093,1,8.5
111,2,36.55,20.7,0.334,1.0,0.0,-0.006,0.001,1,
111,3,7.5,59.63,1.98,1.0,0.0,0.02,0.11,1,
112,0,83.26,106.03,2.776,1.0,0.0,0.006,1.5,0,37.3
112,1,136.5,78.3,-0.877,0.848,0.0,0.044,0.093,1,8.4
112,2,36.55,20.7,0.333,1.0,0.0,-0.005,0.0,8,
112,3,7.5,59.74,1.984,1.0,0.0,0.02,0.11,1,
113,0,81.86,106.56,2.777,1.0,0.0,0.005,1.5,0,35.8
113,1,136.5,78.21,-0.87,0.841,0.0,0.044,0.092,1,8.3
113,2,36.55,20.7,0.333,1.0,0.0,-0.004,0.0,8,
113,3,7.5,59.85,1.987,1.0,0.0,0.02,0.11,1,
114,0,80.46,107.1,2.777,1.0,0.0,0.004,1.5,0,34.3
114,1,136.5,78.12,-0.863,0.834,0.0,0.045,0.092,1,8.3
114,2,36.55,20.7,0.332,1.0,0.0,-0.003,0.0,1,
114,3,7.5,59.96,1.99,1.0,0.0,0.021,0.11,1,
115,0,79.05,107.63,2.778,1.0,0.0,0.003,1.5,0,32.8
115,1,136.5,78.02,-0.856,0.827,0.0,0.045,0.091,1,8.2
115,2,36.55,20.7,0.332,1.0,0.0,-0.002,0.0,8,
115,3,7.5,60.07,1.993,1.0,0.0,0.021,0.11,1,
116,0,77.65,108.17,2.778,1.0,0.0,0.003,1.5,0,31.3
116,1,136.5,77.93,-0.849,0.821,0.0,0.046,0.091,1,8.1
116,2,36.55,20.7,0.332,1.0,0.0,-0.002,0.0,8,
116,3,7.5,60.18,1.997,1.0,0.0,0.021,0.109,1,
117,0,76.25,108.7,2.779,1.0,0.0,0.002,1.5,0,29.8
117,1,136.5,77.84,-0.841,0.814,0.0,0.046,0.09,1,8.1
117,2,36.55,20.7,0.331,1.0,0.0,-0.002,0.0,1,
117,3,7.5,60.29,2.0,1.0,0.0,0.022,0.109,1,
118,0,74.85,109.23,2.779,1.0,0.0,0.002,1.5,0,28.3
118,1,136.5,77.75,-0.834,0.808,0.0,0.047,0.089,1,8.0
118,2,36.55,20.7,0.331,1.0,0.0,-0.001,0.0,1,
118,3,7.5,60.4,2.003,1.0,0.0,0.022,0.109,1,
119,0,73.45,109.77,2.779,1.0,0.0,0.002,1.5,0,26.8
119,1,136.5,77.67,-0.827,0.801,0.0,0.047,0.089,1,8.0
119,2,36.55,20.7,0.331,1.0,0.0,-0.001,0.0,8,
119,3,7.5,60.51,2.007,1.0,0.0,0.022,0.109,1,
120,0,72.19,110.24,2.779,0.0,0.0,0.0,1.34,0,
120,1,136.5,77.58,-0.837,0.29,0.0,-1.0,0.088,1,33.9
120,2,36.55,20.7,0.348,0.0,0.0,1.0,0.0,8,
120,3,7.5,60.62,2.01,1.0,0.0,0.022,0.109,1,
121,0,71.09,110.66,2.779,0.0,0.0,0.0,1.18,0,
121,1,136.5,77.49,-0.864,0.298,0.0,-1.0,0.089,1,33.8
121,2,36.55,20.7,0.383,0.0,0.0,1.0,0.0,8,
121,3,7.5,60.72,2.014,1.0,0.0,0.023,0.109,1,
122,0,70.14,111.02,2.779,0.0,0.0,0.0,1.02,0,
122,1,136.5,77.4,-0.909,0.323,0.0,-1.0,0.091,1,33.8
122,2,36.55,20.7,0.436,0.0,0.0,1.0,0.0,8,
122,3,7.5,60.83,2.018,1.0,0.0,0.023,0.108,1,
123,0,69.33,111.33,2.779,0.0,0.0,0.0,0.86,0,
123,1,136.5,77.3,-0.972,0.364,0.0,-1.0,0.095,1,33.7
123,2,36.55,20.7,0.505,0.0,0.0,1.0,0.0,8,
123,3,7.5,60.94,2.021,1.0,0.0,0.023,0.108,1,
124,0,68.68,111.57,2.779,0.0,0.0,0.0,0.7,0,
124,1,136.5,77.2,-1.052,0.42,0.0,-1.0,0.099,1,33.6
124,2,36.55,20.7,0.593,0.0,0.0,1.0,0.0,8,
124,3,7.5,61.05,2.025,1.0,0.0,0.024,0.108,1,
125,0,68.17,111.76,2.779,0.0,0.0,0.0,0.54,0,
125,1,136.5,77.1,-1.149,0.49,0.0,-1.0,0.104,1,33.5
125,2,36.55,20.7,0.698,0.0,0.0,1.0,0.0,8,
125,3,7.5,61.16,2.029,1.0,0.0,0.024,0.108,1,
126,0,67.82,111.9,2.779,0.0,0.0,0.0,0.38,0,
126,1,136.5,76.99,-1.265,0.572,0.0,-1.0,0.11,1,33.4
126,2,36.55,20.7,0.82,0.0,0.0,1.0,0.0,8,
126,3,7.5,61.26,2.033,1.0,0.0,0.024,0.108,1,
127,0,67.61,111.98,2.779,0.0,0.0,0.0,0.22,0,
127,1,136.5,76.88,-1.397,0.661,0.0,-1.0,0.114,1,33.3
127,2,36.55,20.7,0.96,0.0,0.0,1.0,0.0,8,
127,3,7.5,61.37,2.037,1.0,0.0,0.025,0.107,1,
128,0,67.55,112.0,2.779,0.0,0.0,0.0,0.06,0,
128,1,136.5,76.76,-1.547,0.753,0.0,-1.0,0.118,1,33.2
128,2,36.55,20.7,1.117,0.0,0.0,1.0,0.0,8,
128,3,7.5,61.48,2.041,1.0,0.0,0.025,0.107,1,
129,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
129,1,136.5,76.64,-1.68,0.842,0.0,-0.814,0.12,1,33.1
129,2,36.55,20.7,1.274,0.0,0.0,1.0,0.0,8,
129,3,7.5,61.59,2.045,1.0,0.0,0.025,0.107,1,
130,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
130,1,136.49,76.52,-1.795,0.905,0.0,-0.628,0.12,0,33.0
130,2,36.53,20.78,1.431,0.073,0.0,1.0,0.09,1,
130,3,7.5,61.69,2.049,1.0,0.0,0.026,0.107,1,
131,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
131,1,136.43,76.28,-1.892,0.947,0.0,-0.465,0.24,0,32.8
131,2,36.49,20.89,1.588,0.223,0.0,1.0,0.108,1,
131,3,7.5,61.8,2.053,1.0,0.0,0.026,0.107,1,
132,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
132,1,136.32,75.94,-1.972,0.974,0.0,-0.329,0.36,0,32.4
132,2,36.46,21.0,1.745,0.365,0.0,1.0,0.115,1,
132,3,7.5,61.91,2.057,1.0,0.0,0.027,0.106,1,
133,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
133,1,136.13,75.5,-2.035,0.988,0.0,-0.219,0.48,0,32.0
133,2,36.42,21.11,1.902,0.499,0.0,1.0,0.119,1,
133,3,7.5,62.01,2.061,1.0,0.0,0.027,0.106,1,
134,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
134,1,135.86,74.96,-2.08,0.996,0.0,-0.133,0.6,0,31.4
134,2,36.38,21.22,2.059,0.622,0.0,1.0,0.12,0,
134,3,7.5,62.12,2.065,1.0,0.0,0.027,0.106,1,
135,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
135,1,135.51,74.34,-2.108,0.999,0.0,-0.071,0.72,0,30.6
135,2,36.27,21.44,2.216,0.731,0.0,1.0,0.24,0,
135,3,7.5,62.22,2.07,1.0,0.0,0.028,0.106,1,
136,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
136,1,135.08,73.61,-2.118,1.0,0.0,-0.033,0.84,0,29.8
136,2,36.05,21.72,2.356,0.82,0.0,0.871,0.36,0,
136,3,7.5,62.33,2.074,1.0,0.0,0.028,0.105,1,
137,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
137,1,134.58,72.79,-2.121,1.0,0.0,-0.02,0.96,0,28.8
137,2,35.71,22.06,2.478,0.883,0.0,0.699,0.48,0,
137,3,7.5,62.43,2.079,1.0,0.0,0.028,0.105,1,
138,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
138,1,134.02,71.87,-2.123,1.0,0.0,-0.016,1.08,0,27.8
138,2,35.24,22.43,2.594,0.87,0.0,0.738,0.6,0,
138,3,7.5,62.54,2.083,1.0,0.0,0.029,0.105,1,
139,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
139,1,133.39,70.85,-2.125,1.0,0.0,-0.013,1.2,0,26.6
139,2,34.63,22.81,2.692,0.914,0.0,0.598,0.72,0,
139,3,7.5,62.64,2.088,1.0,0.0,0.029,0.105,1,
140,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
140,1,132.69,69.73,-2.127,1.0,0.0,-0.011,1.32,0,25.2
140,2,33.87,23.17,2.773,0.933,0.0,0.481,0.84,0,
140,3,7.5,62.75,2.092,1.0,0.0,0.03,0.104,1,
141,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
141,1,131.93,68.51,-2.128,1.0,0.0,-0.009,1.44,0,23.8
141,2,32.97,23.52,2.837,0.879,0.0,0.384,0.96,0,
141,3,7.5,62.85,2.097,1.0,0.0,0.03,0.104,1,
142,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
142,1,131.14,67.23,-2.129,1.0,0.0,-0.007,1.5,0,22.3
142,2,31.94,23.84,2.885,0.803,0.0,0.306,1.08,0,
142,3,7.5,62.96,2.102,1.0,0.0,0.03,0.104,1,
143,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
143,1,130.35,65.96,-2.13,1.0,0.0,-0.006,1.5,0,20.8
143,2,30.91,24.11,2.923,0.71,0.0,0.244,1.064,0,
143,3,7.5,63.06,2.107,1.0,0.0,0.031,0.103,1,
144,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
144,1,129.55,64.69,-2.131,1.0,0.0,-0.005,1.5,0,19.3
144,2,30.01,24.31,2.953,0.614,0.0,0.189,0.922,0,
144,3,7.5,63.16,2.112,1.0,0.0,0.031,0.103,1,
145,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
145,1,128.75,63.42,-2.132,1.0,0.0,-0.004,1.5,0,17.8
145,2,29.23,24.46,2.975,0.531,0.0,0.142,0.796,0,
145,3,7.5,63.26,2.117,1.0,0.0,0.032,0.103,1,
146,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
146,1,127.95,62.15,-2.132,1.0,0.0,-0.004,1.5,0,16.3
146,2,28.55,24.57,2.992,0.459,0.0,0.104,0.688,0,
146,3,7.5,63.37,2.122,1.0,0.0,0.032,0.103,1,
147,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
147,1,127.16,60.88,-2.133,1.0,0.0,-0.003,1.5,0,14.8
147,2,27.97,24.66,3.003,0.397,0.0,0.075,0.595,0,
147,3,7.5,63.47,2.127,1.0,0.0,0.033,0.102,1,
148,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
148,1,126.44,59.75,-2.116,0.182,0.0,1.0,1.34,0,18.2
148,2,27.45,24.73,3.012,0.344,0.0,0.056,0.517,0,
148,3,7.5,63.57,2.132,1.0,0.0,0.033,0.102,1,
149,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
149,1,125.95,58.93,-2.082,0.021,0.0,1.0,0.955,1,18.1
149,2,27.1,24.78,3.039,0.132,0.0,1.0,0.357,0,
149,3,7.5,63.67,2.137,1.0,0.0,0.034,0.102,1,
150,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
150,1,125.95,58.93,-2.03,0.0,0.0,1.0,0.0,0,18.1
150,2,26.73,24.82,3.047,0.247,0.0,-0.588,0.37,0,
150,3,7.5,63.77,2.143,1.0,0.0,0.034,0.101,1,
151,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
151,1,125.95,58.93,-1.96,0.0,0.0,1.0,0.0,0,18.1
151,2,26.42,24.85,3.039,0.209,0.0,-0.691,0.313,0,
151,3,7.5,63.88,2.148,0.994,0.0,0.034,0.101,1,
152,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
152,1,125.96,58.92,-1.873,0.033,0.0,1.0,0.009,1,18.1
152,2,26.15,24.88,3.013,0.178,0.0,-0.778,0.268,0,
152,3,7.5,63.98,2.154,0.985,0.0,0.035,0.101,1,
153,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
153,1,125.98,58.9,-1.769,0.12,0.0,1.0,0.032,1,18.1
153,2,25.92,24.91,2.969,0.154,0.0,-0.847,0.232,0,
153,3,7.5,64.08,2.159,0.977,0.0,0.035,0.1,1,
154,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
154,1,126.02,58.88,-1.647,0.223,0.0,1.0,0.044,8,18.0
154,2,25.72,24.94,2.908,0.136,0.0,-0.895,0.204,0,
154,3,7.5,64.18,2.165,0.969,0.0,0.036,0.1,1,
155,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
155,1,126.07,58.85,-1.507,0.34,0.0,1.0,0.058,2,18.0
155,2,25.54,24.98,2.829,0.122,0.0,-0.899,0.184,0,
155,3,7.5,64.28,2.17,0.961,0.0,0.036,0.099,1,
156,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
156,1,126.13,58.81,-1.35,0.468,0.0,1.0,0.072,1,17.9
156,2,25.38,25.04,2.733,0.117,0.0,-0.791,0.175,0,
156,3,7.5,64.37,2.176,0.953,0.0,0.037,0.099,1,
157,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
157,1,126.2,58.76,-1.193,0.601,0.0,1.0,0.087,2,17.8
157,2,25.23,25.1,2.63,0.111,0.0,-0.653,0.167,0,
157,3,7.5,64.47,2.182,0.945,0.0,0.037,0.099,1,
158,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
158,1,126.29,58.71,-1.036,0.719,0.0,1.0,0.099,1,17.7
158,2,25.09,25.18,2.545,0.104,0.0,-0.501,0.156,0,
158,3,7.5,64.57,2.188,0.937,0.0,0.038,0.098,1,
159,0,67.55,112.0,2.779,0.0,0.0,0.0,0.0,0,
159,1,126.38,58.64,-0.896,0.819,0.0,0.874,0.109,8,17.6
159,2,24.97,25.26,2.478,0.095,0.0,-0.374,0.143,0,
159,3,7.5,64.67,2.194,0.929,0.0,0.038,0.098,1,
160,0,67.44,112.04,2.779,1.0,0.0,0.002,0.12,0,20.4
160,1,126.47,58.58,-0.774,0.891,0.0,0.674,0.115,1,17.5
160,2,24.76,25.42,2.393,0.623,0.0,-1.0,0.263,0,
160,3,7.5,64.67,2.183,0.0,0.0,-1.0,0.0,0,
161,0,67.22,112.13,2.78,1.0,0.0,0.001,0.24,0,20.1
161,1,126.57,58.51,-0.67,0.94,0.0,0.499,0.119,8,17.4
161,2,24.48,25.68,2.29,0.681,0.0,-1.0,0.383,0,
161,3,7.5,64.67,2.154,0.0,0.0,-1.0,0.0,0,
162,0,66.88,112.25,2.78,1.0,0.0,0.001,0.36,0,19.8
162,1,126.66,58.44,-0.583,0.999,0.0,0.068,0.12,1,17.3
162,2,24.15,26.06,2.17,0.744,0.0,-1.0,0.503,0,
162,3,7.5,64.67,2.107,0.0,0.0,-1.0,0.0,0,
163,0,66.43,112.42,2.78,1.0,0.0,0.001,0.48,0,19.3
163,1,126.76,58.37,-0.513,0.999,0.0,-0.056,0.12,0,17.2
163,2,23.8,26.57,2.033,0.81,0.0,-0.895,0.623,0,
163,3,7.5,64.67,2.043,0.0,0.0,-1.0,0.0,0,
164,0,65.87,112.64,2.78,1.0,0.0,0.001,0.6,0,18.7
164,1,126.97,58.25,-0.461,0.994,0.0,-0.156,0.24,0,16.9
164,2,23.47,27.24,1.913,0.875,0.0,-0.723,0.743,0,
164,3,7.5,64.67,1.962,0.0,0.0,-1.0,0.0,0,
165,0,65.2,112.89,2.78,1.0,0.0,0.001,0.72,0,18.0
165,1,127.29,58.09,-0.426,0.987,0.0,-0.232,0.36,0,16.6
165,2,23.18,28.05,1.81,0.92,0.0,-0.576,0.863,0,
165,3,7.5,64.67,1.863,0.0,0.0,-1.0,0.0,0,
166,0,64.41,113.19,2.78,1.0,0.0,0.0,0.84,0,17.1
166,1,127.73,57.9,-0.409,0.98,0.0,-0.287,0.48,0,16.1
166,2,22.95,29.01,1.725,0.95,0.0,-0.453,0.983,0,
166,3,7.5,64.67,1.746,0.0,0.0,-1.0,0.0,0,
167,0,63.51,113.53,2.78,1.0,0.0,0.0,0.96,0,16.2
167,1,128.28,57.66,-0.41,0.975,0.0,-0.32,0.6,0,15.5
167,2,22.78,30.1,1.658,0.969,0.0,-0.354,1.103,0,
167,3,7.5,64.67,1.612,0.0,0.0,-1.0,0.0,0,
168,0,62.5,113.91,2.78,1.0,0.0,0.0,1.08,0,15.1
168,1,128.94,57.37,-0.428,0.973,0.0,-0.331,0.72,0,14.8
168,2,22.67,31.31,1.608,0.981,0.0,-0.278,1.223,0,
168,3,7.5,64.67,1.461,0.0,0.0,-1.0,0.0,0,
169,0,61.38,114.33,2.78,1.0,0.0,0.0,1.2,0,13.9
169,1,129.71,57.02,-0.463,0.975,0.0,-0.322,0.84,0,14.0
169,2,22.62,32.66,1.572,0.987,0.0,-0.227,1.343,0,
169,3,7.5,64.69,1.304,0.011,0.0,-1.0,0.017,0,
170,0,60.41,114.7,2.798,0.0,0.0,1.0,1.04,0,22.3
170,1,130.57,56.59,-0.509,0.979,0.0,-0.29,0.96,0,13.0
170,2,22.62,34.12,1.542,0.991,0.0,-0.195,1.463,0,
170,3,7.54,64.82,1.164,0.913,0.0,-0.599,0.137,0,
171,0,60.07,114.81,2.833,0.0,0.0,1.0,0.36,1,22.6
171,1,131.51,56.07,-0.547,0.985,0.0,-0.246,1.08,0,12.0
171,2,22.66,35.61,1.515,0.993,0.0,-0.171,1.489,0,
171,3,7.64,65.05,1.042,0.959,0.0,-0.409,0.257,0,
172,0,60.07,114.81,2.885,0.021,0.0,1.0,0.002,1,22.5
172,1,132.53,55.44,-0.581,0.989,0.0,-0.213,1.2,0,10.8
172,2,22.56,36.07,1.491,0.994,0.0,-0.152,0.476,1,
172,3,7.83,65.38,0.938,0.985,0.0,-0.251,0.377,0,
173,0,60.06,114.8,2.955,0.074,0.0,1.0,0.012,1,22.5
173,1,133.4,54.87,-0.632,0.478,0.0,-1.0,1.04,0,48.3
173,2,22.55,36.07,1.469,0.995,0.0,-0.138,0.012,1,
173,3,8.12,65.78,0.85,0.996,0.0,-0.125,0.497,0,
174,0,60.05,114.78,3.043,0.144,0.0,1.0,0.021,1,22.4
174,1,134.11,54.35,-0.7,0.467,0.0,-1.0,0.88,0,48.6
174,2,22.54,36.08,1.452,0.997,0.0,-0.108,0.009,1,
174,3,8.53,66.24,0.781,1.0,0.0,-0.029,0.617,0,
175,0,60.04,114.75,-3.135,0.23,0.0,1.0,0.032,1,22.4
175,1,134.66,53.89,-0.786,0.478,0.0,-1.0,0.72,0,48.7
175,2,22.54,36.08,1.439,0.998,0.0,-0.085,0.007,1,
175,3,9.05,66.76,0.729,1.0,0.0,0.037,0.737,0,
176,0,60.03,114.71,-3.013,0.331,0.0,1.0,0.044,2,22.4
176,1,135.21,53.34,-0.89,0.512,0.0,-1.0,0.769,0,48.8
176,2,22.53,36.08,1.428,0.999,0.0,-0.067,0.006,1,
176,3,9.69,67.33,0.694,0.999,0.0,0.074,0.857,0,
177,0,60.01,114.66,-2.873,0.445,0.0,1.0,0.058,8,22.3
177,1,135.73,52.69,-1.011,0.557,0.0,-1.0,0.836,0,48.9
177,2,22.53,36.08,1.42,0.999,0.0,-0.052,0.004,1,
177,3,10.44,67.96,0.677,0.998,0.0,0.084,0.977,0,
178,0,59.98,114.59,-2.715,0.567,0.0,1.0,0.073,1,22.2
178,1,136.22,51.92,-1.149,0.611,0.0,-1.0,0.916,0,48.8
178,2,22.52,36.08,1.414,1.0,0.0,-0.041,0.003,1,
178,3,11.3,68.65,0.678,0.999,0.0,0.068,1.097,0,
179,0,59.95,114.51,-2.558,0.69,0.0,1.0,0.087,1,22.1
179,1,136.5,51.0,-1.305,0.671,0.0,-1.0,0.96,1,48.6
179,2,22.52,36.08,1.409,1.0,0.0,-0.032,0.003,1,
179,3,12.25,69.41,0.681,1.0,0.0,0.025,1.217,0,
180,0,59.91,114.41,-2.412,0.796,0.0,0.929,0.1,1,22.0
180,1,136.5,50.88,-1.462,0.741,0.0,-1.0,0.116,1,48.5
180,2,22.52,36.08,1.405,1.0,0.0,-0.025,0.002,8,
180,3,13.29,70.25,0.678,1.0,0.0,-0.024,1.337,0,
181,0,59.86,114.31,-2.284,0.876,0.0,0.718,0.109,1,21.9
181,1,136.5,50.76,-1.602,0.834,0.0,-0.836,0.119,1,48.5
181,2,22.52,36.08,1.402,1.0,0.0,-0.02,0.002,1,
181,3,14.42,71.16,0.668,0.999,0.0,-0.062,1.457,0,
182,0,59.82,114.21,-2.173,0.932,0.0,0.531,0.115,8,21.8
182,1,136.5,50.64,-1.724,0.9,0.0,-0.645,0.12,0,48.4
182,2,22.51,36.08,1.399,1.0,0.0,-0.016,0.001,8,
182,3,15.6,72.09,0.654,0.998,0.0,-0.089,1.497,0,
183,0,59.77,114.1,-2.08,0.967,0.0,0.37,0.118,1,21.7
183,1,136.46,50.41,-1.829,0.944,0.0,-0.478,0.24,0,48.2
183,2,22.51,36.08,1.397,1.0,0.0,-0.012,0.001,1,
183,3,16.78,73.0,0.638,0.997,0.0,-0.104,1.496,0,
184,0,59.72,113.99,-2.004,0.987,0.0,0.233,0.12,1,21.6
184,1,136.37,50.06,-1.916,0.971,0.0,-0.343,0.36,0,48.0
184,2,22.51,36.08,1.396,1.0,0.0,-0.01,0.001,1,
184,3,17.99,73.89,0.621,0.997,0.0,-0.107,1.496,0,
185,0,59.67,113.88,-1.945,0.996,0.0,0.122,0.12,0,21.5
185,1,136.21,49.61,-1.985,0.986,0.0,-0.236,0.48,0,47.6
185,2,22.51,36.08,1.394,1.0,0.0,-0.008,0.001,8,
185,3,19.2,74.76,0.605,0.998,0.0,-0.101,1.496,0,
186,0,59.58,113.66,-1.904,1.0,0.0,0.035,0.24,0,21.2
186,1,135.96,49.06,-2.037,0.994,0.0,-0.157,0.6,0,47.1
186,2,22.51,36.08,1.394,1.0,0.0,-0.006,0.001,8,
186,3,20.43,75.61,0.592,0.998,0.0,-0.086,1.497,0,
